"city","stateprovincename","country","customerkey","geographykey","maritalstatus","yearlyincome","datefirstpurchase","fullname"
"San Carlos","California","United States",18904,358,"S","30000.00","2022-09-17","Ms Emma Thomas"
"Marysville","Washington","United States",18905,627,"S","70000.00","2022-12-20","Mr Samuel Adams"
"Beaverton","Oregon","United States",18910,536,"S","30000.00","2022-11-11","Mr Marco Perez"
"Lynnwood","Washington","United States",18911,626,"S","30000.00","2022-11-22","Mr Elijah McDonald"
"Lynnwood","Washington","United States",18912,626,"M","40000.00","2022-06-07","Mr Tyler Williams"
"Burbank","California","United States",18913,301,"M","40000.00","2022-10-05","Mr Jesse Stewart"
"Burbank","California","United States",18914,301,"S","40000.00","2022-12-12","Ms Felicia Ruiz"
"El Cajon","California","United States",18915,316,"M","40000.00","2022-08-02","Mrs Sydney Gonzalez"
"Palo Alto","California","United States",18916,352,"S","30000.00","2022-09-04","Mr Christian Moore"
"Spring Valley","California","United States",18917,372,"M","30000.00","2022-09-20","Mr Jonathan Nelson"
"Spokane","Washington","United States",18918,641,"M","60000.00","2022-08-18","Mrs Jacqueline Ross"
"Oak Bay","British Columbia","Canada",18919,59,"S","60000.00","2022-03-14","Mr Eduardo Hernandez"
"Redwood City","California","United States",18920,355,"S","60000.00","2023-01-18","Mr Jonathan Young"
"Marysville","Washington","United States",18921,627,"S","60000.00","2022-07-29","Ms Rachel Bailey"
"Metchosin","British Columbia","Canada",18922,53,"S","70000.00","2022-11-28","Ms Madeline Gonzalez"
"Bellingham","Washington","United States",18923,609,"M","70000.00","2022-03-27","Mrs Cassandra Kapoor"
"Fremont","California","United States",18924,322,"S","70000.00","2022-06-05","Ms Rachel Williams"
"Port Hammond","British Columbia","Canada",18925,60,"M","60000.00","2022-05-17","Mrs Haley Griffin"
"Newton","British Columbia","Canada",18926,57,"M","60000.00","2022-02-11","Mr Alexandre Lobao"
"Langford","British Columbia","Canada",18927,51,"S","60000.00","2022-07-07","Ms Arianna Cox"
"Springwood","New South Wales","Australia",18932,16,"M","100000.00","2022-03-24","Mr Carl Chande"
"Bellingham","Washington","United States",18933,609,"S","30000.00","2022-08-09","Ms Kelli Huang"
"Tacoma","Washington","United States",18934,642,"S","60000.00","2022-09-18","Mr Jeremiah Moore"
"La Jolla","California","United States",18935,331,"M","130000.00","2022-02-01","Mrs Jasmine Jenkins"
"Woodland Hills","California","United States",18936,385,"S","160000.00","2022-06-03","Ms Morgan Collins"
"Oakland","California","United States",18937,348,"S","70000.00","2022-12-01","Mr Ian Reed"
"Fremont","California","United States",18938,322,"M","70000.00","2022-10-18","Mr Lucas Lopez"
"Woodland Hills","California","United States",18939,385,"S","70000.00","2023-01-22","Mr Hunter McDonald"
"Portland","Oregon","United States",18940,547,"M","70000.00","2022-11-07","Mr Seth Bell"
"Beaverton","Oregon","United States",18941,536,"M","70000.00","2022-12-25","Mr Philip Torres"
"Bellflower","California","United States",18942,298,"M","70000.00","2022-07-15","Mr Billy Ortega"
"Redmond","Washington","United States",18943,634,"S","70000.00","2022-08-27","Ms Kaitlyn Hall"
"N. Vancouver","British Columbia","Canada",18944,54,"S","60000.00","2022-07-05","Mr Marcus Taylor"
"Lemon Grove","California","United States",18945,335,"M","60000.00","2022-12-28","Mr Marcus Cox"
"Colma","California","United States",18946,310,"M","60000.00","2022-08-12","Mr Brandon Simmons"
"Lincoln Acres","California","United States",18947,336,"S","70000.00","2022-07-31","Mr Devin Bryant"
"Concord","California","United States",18948,311,"M","70000.00","2022-08-20","Mrs Sydney Bailey"
"Salem","Oregon","United States",18949,548,"S","70000.00","2022-08-19","Mr Jackson Hall"
"N. Vancouver","British Columbia","Canada",18950,54,"S","90000.00","2022-11-06","Ms Lauren Alexander"
"Shawnee","British Columbia","Canada",18951,64,"S","90000.00","2022-11-27","Mr Dalton Jones"
"Milwaukie","Oregon","United States",18952,545,"M","100000.00","2023-01-13","Mrs Chloe Hernandez"
"Bellflower","California","United States",18953,298,"S","110000.00","2022-09-15","Ms Mya Patterson"
"Fremont","California","United States",18954,322,"S","120000.00","2022-11-21","Mr Dalton Young"
"Palo Alto","California","United States",18955,352,"S","40000.00","2022-11-29","Mr Justin Jones"
"San Carlos","California","United States",18956,358,"S","70000.00","2022-12-21","Ms Sara Howard"
"Burien","Washington","United States",18957,612,"S","70000.00","2022-01-24","Ms Mackenzie Lopez"
"Chula Vista","California","United States",18958,307,"S","70000.00","2022-01-05","Ms Natalie Sanchez"
"Westminster","British Columbia","Canada",18959,71,"S","70000.00","2022-11-03","Mr Seth Morris"
"Novato","California","United States",18960,347,"S","70000.00","2022-01-31","Mr Marcus Johnson"
"Shawnee","British Columbia","Canada",18961,63,"S","70000.00","2022-11-16","Mr Jeremiah Henderson"
"Colma","California","United States",18962,310,"M","70000.00","2022-02-03","Mr Seth Parker"
"Renton","Washington","United States",18963,635,"M","70000.00","2022-02-19","Mrs Amber Collins"
"National City","California","United States",18964,343,"S","40000.00","2022-04-20","Mr Thomas Gonzalez"
"Downey","California","United States",18965,315,"M","40000.00","2023-01-19","Mr Richard Turner"
"Berkeley","California","United States",18966,299,"M","50000.00","2022-03-08","Mrs Carly Rai"
"Los Angeles","California","United States",18967,338,"M","60000.00","2022-02-09","Mr Xavier Clark"
"N. Vancouver","British Columbia","Canada",18968,54,"M","60000.00","2022-10-27","Mr Isaiah Lopez"
"Lynnwood","Washington","United States",18969,626,"M","60000.00","2023-01-13","Mrs Anna Cox"
"Los Angeles","California","United States",18970,338,"M","60000.00","2022-11-17","Mr Jason Roberts"
"N. Vancouver","British Columbia","Canada",18971,54,"M","70000.00","2022-11-17","Mr Wyatt Moore"
"Port Hammond","British Columbia","Canada",18972,60,"M","70000.00","2022-11-02","Mr Benjamin Butler"
"Burlingame","California","United States",18973,302,"M","70000.00","2022-02-22","Mrs Kate Yuan"
"La Jolla","California","United States",18974,331,"M","80000.00","2022-02-25","Mr James Rodriguez"
"Lakewood","California","United States",18975,334,"M","30000.00","2022-06-06","Mr Samuel Bryant"
"Corvallis","Oregon","United States",18976,539,"S","40000.00","2022-11-30","Mr Garrett Howard"
"Beaverton","Oregon","United States",18977,536,"M","40000.00","2022-12-06","Mr Jackson Wang"
"Langley","British Columbia","Canada",18978,52,"M","40000.00","2022-05-02","Mr Isaiah Morgan"
"Spring Valley","California","United States",18979,372,"M","40000.00","2022-12-09","Mr Noah Taylor"
"Corvallis","Oregon","United States",18980,539,"M","40000.00","2022-12-06","Mrs Sophia Hernandez"
"Palo Alto","California","United States",18981,352,"M","70000.00","2022-08-06","Mrs Savannah Watson"
"Kirkland","Washington","United States",18982,623,"S","40000.00","2022-12-02","Mr Kyle Baker"
"San Gabriel","California","United States",18983,361,"M","40000.00","2022-06-17","Mrs Destiny Price"
"Issaquah","Washington","United States",18984,618,"S","70000.00","2022-03-23","Ms Shelby Rivera"
"Burien","Washington","United States",18985,612,"M","70000.00","2022-11-22","Mrs Paige Bailey"
"Vancouver","British Columbia","Canada",18986,68,"S","70000.00","2022-02-10","Mr Robert Roberts"
"Portland","Oregon","United States",18987,547,"M","70000.00","2022-01-30","Mr Hunter Adams"
"Fremont","California","United States",18988,322,"S","70000.00","2022-11-01","Ms Courtney Baker"
"Burlingame","California","United States",18989,302,"M","70000.00","2022-08-30","Mrs Cindy Suri"
"Bellingham","Washington","United States",18990,609,"M","70000.00","2022-02-13","Mrs Amanda Henderson"
"Bremerton","Washington","United States",18991,611,"M","70000.00","2022-12-01","Mr Evan Cook"
"Los Angeles","California","United States",18992,338,"M","60000.00","2022-06-13","Mr David Perry"
"Berkeley","California","United States",18993,299,"M","60000.00","2022-12-08","Mr Kevin Ross"
"Issaquah","Washington","United States",18994,618,"M","70000.00","2022-11-06","Mr Jackson Allen"
"Bellflower","California","United States",18995,298,"S","70000.00","2022-10-24","Ms Melissa Gray"
"West Covina","California","United States",18996,383,"M","70000.00","2022-12-27","Mrs Katherine Turner"
"Tacoma","Washington","United States",18997,642,"M","70000.00","2022-08-31","Mr Eric King"
"Oregon City","Oregon","United States",18998,546,"M","60000.00","2022-12-06","Mr Aidan Bennett"
"Lebanon","Oregon","United States",18999,543,"M","60000.00","2022-12-12","Mrs Mackenzie Watson"
"Westminster","British Columbia","Canada",19000,70,"M","40000.00","2022-11-06","Mrs Makayla Blue"
"Westminster","British Columbia","Canada",19001,70,"M","40000.00","2022-03-14","Mr Fernando Brown"
"Seattle","Washington","United States",19002,637,"M","60000.00","2022-12-10","Mrs Alexis Thompson"
"Novato","California","United States",19003,347,"M","60000.00","2022-12-22","Mr Jared Stewart"
"San Diego","California","United States",19004,359,"M","60000.00","2022-12-27","Mr Ian Rogers"
"Seattle","Washington","United States",19005,637,"S","60000.00","2022-02-22","Ms Lauren Peterson"
"Beaverton","Oregon","United States",19006,536,"M","60000.00","2022-12-19","Mrs Leslie Martin"
"Milwaukie","Oregon","United States",19007,545,"M","60000.00","2022-09-04","Mrs Mackenzie Sanchez"
"Tacoma","Washington","United States",19008,642,"S","60000.00","2022-12-04","Ms Hailey Murphy"
"Berkeley","California","United States",19009,299,"M","60000.00","2023-01-12","Mrs Arianna Watson"
"Concord","California","United States",19010,311,"M","60000.00","2022-02-16","Mrs Naomi Ortega"
"Grossmont","California","United States",19011,326,"M","70000.00","2022-07-13","Mrs Maria Cook"
"Spring Valley","California","United States",19012,372,"M","80000.00","2022-08-11","Mr Oscar Bryant"
"Woodland Hills","California","United States",19013,385,"S","80000.00","2022-03-25","Ms Amanda Phillips"
"Metchosin","British Columbia","Canada",19014,53,"M","60000.00","2022-05-17","Mr Jonathan Hernandez"
"Oak Bay","British Columbia","Canada",19015,59,"M","60000.00","2022-03-18","Mr Thomas Griffin"
"Colma","California","United States",19016,310,"M","60000.00","2022-12-14","Mrs Sierra Wright"
"Colma","California","United States",19017,310,"M","60000.00","2022-11-05","Mrs Zoe Brooks"
"Daly City","California","United States",19018,314,"M","60000.00","2022-07-04","Mrs Nicole Gray"
"Palo Alto","California","United States",19019,352,"M","70000.00","2022-04-19","Mr Jackson Gonzales"
"Downey","California","United States",19020,315,"S","70000.00","2022-08-28","Mr Jack Flores"
"Renton","Washington","United States",19021,635,"S","70000.00","2022-03-18","Ms Melissa Russell"
"Beaverton","Oregon","United States",19107,536,"M","80000.00","2022-05-10","Mr Franklin Liu"
"Grossmont","California","United States",19022,326,"M","70000.00","2022-10-01","Mrs Samantha Wood"
"Newport Beach","California","United States",19023,345,"M","70000.00","2022-03-08","Mrs Arianna Powell"
"Issaquah","Washington","United States",19024,618,"S","70000.00","2022-03-25","Mr Dalton Russell"
"Milwaukie","Oregon","United States",19025,545,"S","60000.00","2022-03-14","Mr Aaron Roberts"
"Cliffside","British Columbia","Canada",19026,49,"S","60000.00","2022-03-04","Mr Logan Hayes"
"Berlin","Hessen","Germany",19029,124,"M","120000.00","2021-06-12","Mrs Alicia Andersen"
"Duesseldorf","Hessen","Germany",19030,130,"M","130000.00","2021-07-21","Mr Marco Arun"
"London","England","United Kingdom",19031,253,"M","150000.00","2021-12-18","Mrs Regina Perez"
"London","England","United Kingdom",19032,253,"S","150000.00","2021-12-05","Ms Katrina Andersen"
"Erlangen","Bayern","Germany",19034,117,"S","120000.00","2021-07-12","Ms Tabitha Diaz"
"Solingen","Nordrhein-Westfalen","Germany",19035,161,"M","120000.00","2021-07-28","Mr Stanley Schmidt"
"Lancaster","England","United Kingdom",19036,242,"M","130000.00","2021-12-24","Mr Allen Rana"
"Oxon","England","United Kingdom",19037,264,"M","160000.00","2021-12-15","Mr Marshall Chen"
"Neunkirchen","Saarland","Germany",19038,171,"S","80000.00","2021-08-12","Mr Joe Patel"
"Verrieres Le Buisson","Essonne","France",19039,213,"M","80000.00","2022-07-16","Mr Melvin Pal"
"Paderborn","Hamburg","Germany",19040,151,"M","110000.00","2021-08-02","Mr Eugene Sun"
"Darmstadt","Hessen","Germany",19042,127,"M","80000.00","2022-08-22","Mr Ronnie Cai"
"Solingen","Nordrhein-Westfalen","Germany",19043,161,"M","100000.00","2023-01-20","Mrs Jessica Jones"
"London","England","United Kingdom",19044,255,"M","130000.00","2022-11-10","Mr Cesar Rana"
"Metz","Moselle","France",19045,184,"S","90000.00","2022-05-27","Mr Ross Rodriguez"
"Leipzig","Nordrhein-Westfalen","Germany",19046,158,"M","110000.00","2021-09-16","Mrs Shawna Raje"
"Gateshead","England","United Kingdom",19047,238,"M","130000.00","2022-04-05","Mrs Sydney Walker"
"London","England","United Kingdom",19048,256,"M","130000.00","2021-12-09","Mr Bryant Raman"
"York","England","United Kingdom",19049,277,"M","170000.00","2021-12-24","Mr Craig Gutierrez"
"Cheltenham","England","United Kingdom",19050,236,"M","90000.00","2022-10-05","Mr Joel Chapman"
"Dunkerque","Nord","France",19052,186,"M","90000.00","2021-01-13","Mrs Kristi Kapoor"
"Kassel","Hessen","Germany",19053,133,"S","130000.00","2022-12-13","Mr Gerald Jordan"
"Milton Keynes","England","United Kingdom",19054,260,"S","150000.00","2022-12-09","Mr Arthur Alonso"
"Oxford","England","United Kingdom",19055,262,"M","160000.00","2022-12-10","Mr Garrett Bailey"
"Sèvres","Hauts de Seine","France",19056,218,"M","100000.00","2022-02-18","Mrs Carla Van"
"Salzgitter","Hessen","Germany",19057,135,"M","120000.00","2021-08-31","Mrs Joanna Ramos"
"Leeds","England","United Kingdom",19058,243,"M","130000.00","2021-12-27","Mr Shawn Goel"
"London","England","United Kingdom",19059,252,"M","130000.00","2023-01-14","Mr George Rodriguez"
"Peterborough","England","United Kingdom",19060,265,"M","160000.00","2022-03-13","Mrs Stephanie Stone"
"Paris","Seine (Paris)","France",19061,199,"S","80000.00","2022-08-09","Ms Heather Gao"
"Paris","Seine (Paris)","France",19062,202,"M","80000.00","2022-07-26","Mrs Erica Zhou"
"Tremblay-en-France","Seine Saint Denis","France",19063,224,"M","80000.00","2023-01-18","Mrs Gabrielle Kelly"
"Frankfurt","Bayern","Germany",19064,118,"M","90000.00","2022-03-25","Mrs Veronica Madan"
"Kiel","Saarland","Germany",19065,168,"M","110000.00","2021-09-03","Mrs Michele Arun"
"Gateshead","England","United Kingdom",19066,238,"M","130000.00","2022-10-01","Mr Dylan Sharma"
"Paderborn","Nordrhein-Westfalen","Germany",19067,160,"M","90000.00","2021-09-07","Mrs Misty Luo"
"Werne","Nordrhein-Westfalen","Germany",19068,162,"M","120000.00","2022-08-05","Mrs Alma Son"
"Bobigny","Seine Saint Denis","France",19069,220,"M","90000.00","2021-01-10","Mr Thomas Hall"
"London","England","United Kingdom",19070,245,"M","130000.00","2021-12-15","Mr Kristopher Garcia"
"London","England","United Kingdom",19071,245,"M","130000.00","2022-05-03","Mr Joe Jimenez"
"Esher-Molesey","England","United Kingdom",19072,237,"M","150000.00","2023-01-28","Mrs Tamara Lu"
"Warrington","England","United Kingdom",19073,271,"M","170000.00","2021-12-18","Mr Lolan Song"
"Colomiers","Garonne (Haute)","France",19074,180,"M","70000.00","2022-09-23","Mrs Colleen Shen"
"Paris","Seine (Paris)","France",19075,201,"M","80000.00","2022-04-27","Mr Brent Wu"
"Roubaix","Nord","France",19076,189,"M","90000.00","2021-02-21","Mrs Jaclyn Pal"
"Cambridge","England","United Kingdom",19077,235,"M","110000.00","2022-06-14","Mr Pedro Prasad"
